Title, Platform, Date 
Creaks, iOS(Apple Arcade), 2020-07-10 
Thronebreaker, iOS, 2020-07-9 
Phantom Rose Scarlet, iOS, 2020-07-9 
Bird Alone, iOS, 2020-07-8 
One Finger Death Punch II, iOS, 2020-07-2 
SINoAlice, iOS, 2020-07-1 
One Punch Man: Road to Hero 2.0, iOS, 2020-06-30 
Night in the Unpleasant House, iOS, 2020-06-29 
The Almost Gone, iOS, 2020-06-25 
Beyond A Steel Sky, iOS(Apple Arcade), 2020-06-25 
Crying Suns, iOS, 2020-06-25 
Death Come True, iOS, 2020-06-25 
Romancing SaGa Re;univerSe, iOS, 2020-06-24 
The Innsmouth Case, iOS, 2020-06-23 
Pokemon Cafe Mix, iOS, 2020-06-23 
Hellrider 3, iOS, 2020-06-23 
The Academy: The First Riddle, iOS, 2020-06-19 
Golf On Mars, iOS, 2020-06-19 
StoneAge World, iOS, 2020-06-17 
Epic Odyssey, iOS, 2020-06-14 
Slay the Spire, iOS, 2020-06-13 
Little Orpheus, iOS(Apple Arcade), 2020-06-12 
My Talking Tom Friends, iOS, 2020-06-11 
Peak's Edge, iOS, 2020-06-4 
SpongeBob: Patty Pursuit, iOS(Apple Arcade), 2020-05-28 
ATOM RPG, iOS, 2020-05-28 
Robotics!, iOS, 2020-05-28 
Super Fowlst 2, iOS, 2020-05-25 
Towers of Everland, iOS(Apple Arcade), 2020-05-22 
Alien Shooter 2: Reloaded, iOS, 2020-05-22 
Danganronpa: Trigger Happy Havoc Anniversary Edition, iOS, 2020-05-21 
Blade of God : Vargr Souls, iOS, 2020-05-21 
Wilmot's Warehouse, iOS, 2020-05-20 
Astalo, iOS, 2020-05-19 
If Found..., iOS, 2020-05-18 
High Rise - A Puzzle Cityscape, iOS, 2020-05-16 
Winding Worlds, iOS, 2020-05-15 
SpongeBob: Krusty Cook-Off, iOS, 2020-05-12 
KartRider Rush+, iOS, 2020-05-11 
The_Otherside, iOS(Apple Arcade), 2020-05-8 
BE-A Walker, iOS, 2020-05-7 
Sonic at the Olympic Games, iOS, 2020-05-7 
Sandship: Crafting Factory, iOS, 2020-05-6 
Forza Street, iOS, 2020-05-5 
Juicy Realm, iOS, 2020-05-2 
Neversong, iOS(Apple Arcade), 2020-05-1 
Highrise Heroes Word Challenge, iOS, 2020-05-1 
Deathtrap Dungeon: The Interactive Video Adventure, iOS, 2020-04-30 
Levelhead, iOS, 2020-04-30 
Samsara Room, iOS, 2020-04-29 
Legends of Runeterra, iOS, 2020-04-28 
Kingdom: Two Crowns, iOS, 2020-04-28 
Area F2, iOS, 2020-04-28 
Rebel Cops, iOS, 2020-04-23 
Gumslinger, iOS, 2020-04-23 
Wars and Battles - Turn-based Strategy Wargames, iOS, 2014-11-20 
Kingdom Rush Origins HD, iOS, 2014-11-19 
Ironkill, iOS, 2014-11-19 
Five Nights at Freddy's 2, iOS, 2014-11-19 
Blitz Racer, iOS, 2014-11-19 
Creature Academy, iOS, 2014-11-19 
Food Battle: The Game, iOS, 2014-11-19 
Gems of War, iOS, 2014-11-19 
NinJump Dash, iOS, 2014-11-19 
The Last Door: Collector's Edition, iOS, 2014-11-19 
Don't Get Wet!, iOS, 2014-11-19 
Mister Smith And His Adventures, iOS, 2014-11-19 
Quetzalcoatl, iOS, 2014-11-19 
Football Manager Handheld 2015, iOS, 2014-11-19 
Super Bunny World, iOS, 2014-11-18 
Dumb Ways to Die 2: The Games, iOS, 2014-11-18 
Knituma - The Crazy Knitting Game, iOS, 2014-11-18 
Shoot the Dragon, iOS, 2014-11-18 
Darkness Reborn, iOS, 2014-11-17 
Vainglory, iOS, 2014-11-16 
Royal Detective: Queen Of Shadows - A Magic Adventure Game, iOS, 2014-11-16 
DungeonUp, iOS, 2014-11-16 
Dengen Chronicles Trading Card Game Online (TCG), iOS, 2014-11-16 
Hatchi 2 - The Virtual Pet Breeding Game, iOS, 2014-11-14 
Pepi Ride, iOS, 2014-11-14 
Framed, iOS, 2014-11-13 
Flyhunter Origins, iOS, 2014-11-13 
XCOM: Enemy Within, iOS, 2014-11-13 
Crystal Siege HD, iOS, 2014-11-13 
Annoying Cab, iOS, 2014-11-13 
Papa's Pizzeria To Go!, iOS, 2014-11-13 
Zengrams, iOS, 2014-11-13 
Random Heroes 3, iOS, 2014-11-13 
Monument Valley: Forgotten Shores, iOS, 2014-11-12 
GOLFINITY - An Endless Free Golf Game, iOS, 2014-11-12 
Space Age: A Cosmic Adventure, iOS, 2014-11-12 
Rooster Teeth vs. Zombiens, iOS, 2014-11-12 
Space Expedition: Classic Adventure, iOS, 2014-11-12 
ULTRAHYPER, iOS, 2014-11-12 
All Guns Blazing, iOS, 2014-11-12 
Marble Duel, iOS, 2014-11-12 
Call of Duty: Heroes, iOS, 2014-11-12 
Rock Zombie, iOS, 2014-11-12 
Candy Crush Soda Saga, iOS, 2014-11-11 
Gem Racers, iOS, 2014-11-11 
Space Strafer, iOS, 2014-11-11 
Vigil RPG, iOS, 2014-11-11 
Fantasy Solitaire, iOS, 2014-11-11 
Agent, Run!, iOS, 2014-11-10 
Stickman Ice Hockey, iOS, 2014-11-10 
Icewind Dale: Enhanced Edition, iOS, 2014-11-7 
Dojo Slash, iOS, 2014-11-7 
The Sailor's Dream, iOS, 2014-11-6 
Day of the Viking, iOS, 2014-11-6 
Monkey Racing, iOS, 2014-11-6 
Bitcoin Billionaire, iOS, 2014-11-6 
Theseus 3D, iOS, 2014-11-6 
The Counting Kingdom, iOS, 2014-11-6 
Battle Worlds: Kronos, iOS, 2014-11-6 
-Slider-, iOS, 2014-11-6 
Car Breakers, iOS, 2014-11-6 
Rebels and Redcoats, iOS, 2014-11-6 
Sweet Drmzzz, iOS, 2014-11-6 
The Land of Venn - Geometric Defense, iOS, 2014-11-6 
Heroes & Legends: Conquerors of Kolhar, iOS, 2014-11-6 
Space Forest Dilemma, iOS, 2014-11-6 
Mighty Smighties, iOS, 2014-11-5 
A Mechanical Story, iOS, 2014-11-5 
Mr. Particle-Man, iOS, 2014-11-5 
.NOON., iOS, 2014-11-5 
1-Bit Hero, iOS, 2014-11-5 
Adventure Age, iOS, 2014-11-5 
Cato and Macro, iOS, 2014-11-5 
Nitropia - War Commanders, iOS, 2014-11-5 
The Hunger Games: Panem Rising, iOS, 2014-11-5 
ROB-O-TAP, iOS, 2014-11-5 
Monzo, iOS, 2014-11-5 
World of Warriors, iOS, 2014-11-4 
Super Secret Service, iOS, 2014-11-4 
Contract Killer: Sniper, iOS, 2014-11-4 
Mark of the Dragon, iOS, 2014-11-4 
Grid Rush, iOS, 2014-11-4 
Muertitos, iOS, 2014-11-3 
Big Hero 6 Bot Fight, iOS, 2014-11-2 
Lost Viking, iOS, 2014-11-1 
Zeta Fighters, iOS, 2014-11-1 
Football Owner, iOS, 2014-11-1 
Cosmic DJ, iOS, 2014-10-31 
Run Sackboy! Run!, iOS, 2014-10-30 
Woah Dave!, iOS, 2014-10-30 
Smash Champs, iOS, 2014-10-30 
Lumo Deliveries, iOS, 2014-10-30 
Grey Cubes, iOS, 2014-10-30 
TRIOO, iOS, 2014-10-30 
Audio Defence : Zombie Arena, iOS, 2014-10-30 
Metal Skies, iOS, 2014-10-29 
Star Wars: Galactic Defense, iOS, 2014-10-29 
Twisty Hollow, iOS, 2014-10-29 
Jet Run: City Defender, iOS, 2014-10-29 
Vektor 1.0, iOS, 2014-10-29 
This Is Not A Test: A Post-Apocalyptic Prequel, iOS, 2013-09-1 
Codename Cygnus, iOS, 2013-08-31 
868-HACK, iOS, 2013-08-30 
Bravoman: Binja Bash!, iOS, 2013-08-29 
Brave Tribe, iOS, 2013-08-29 
Sortle - Get your facts straight!, iOS, 2013-08-29 
Max Steel, iOS, 2013-08-29 
Terraria, iOS, 2013-08-29 
Age of Thrones, iOS, 2013-08-29 
Fix the Leaks, iOS, 2013-08-29 
Joining Hands 2, iOS, 2013-08-29 
Don't Fall in the Hole, iOS, 2013-08-29 
International Boxing Champions, iOS, 2013-08-29 
Yu-Gi-Oh! BAM Pocket, iOS, 2013-08-29 
Link The Slug, iOS, 2013-08-29 
Flick Kick Field Goal 2014, iOS, 2013-08-29 
Tiny Missiles, iOS, 2013-08-29 
Junk Jack X, iOS, 2013-08-29 
Monster Match (Puzzle Adventure), iOS, 2013-08-29 
Racing Rivals, iOS, 2013-08-29 
Trappped, iOS, 2013-08-29 
Soul Grinder, iOS, 2013-08-29 
Dark Nebula HD - Episode Two, iOS, 2013-08-28 
Tiger & Chicken, iOS, 2013-08-28 
Madden NFL 25 by EA SPORTS, iOS, 2013-08-27 
Zombie Farm Battles, iOS, 2013-08-27 
Wobbles, iOS, 2013-08-27 
Dead Defence, iOS, 2013-08-26 
BlastTrax, iOS, 2013-08-26 
Grilly The Cheese, iOS, 2013-08-25 
Blackbar, iOS, 2013-08-23 
Asphalt 8: Airborne, iOS, 2013-08-22 
The Impossible Line, iOS, 2013-08-22 
Indie Pixel, iOS, 2013-08-22 
4 Thrones, iOS, 2013-08-22 
Ben 10 Slammers, iOS, 2013-08-22 
ControlCraft 3, iOS, 2013-08-22 
Smash Bandits, iOS, 2013-08-22 
Time Tinkers, iOS, 2013-08-22 
Grindcore, iOS, 2013-08-22 
Jack N' Jill, iOS, 2013-08-22 
Sheep Happens, iOS, 2013-08-22 
Tetra - Board Game, iOS, 2013-08-22 
Everlove: Rose, iOS, 2013-08-22 
Dr. Panda's Airport, iOS, 2013-08-22 
RunBot, iOS, 2013-08-21 
Football Seasons, iOS, 2013-08-21 
Jelly Splash, iOS, 2013-08-21 
Battle Dragons, iOS, 2013-08-21 
Cloud Spin, iOS, 2013-08-20 
Dream House Days, iOS, 2013-08-20 
Death Mile, iOS, 2013-08-19 
Little Galaxy, iOS, 2013-08-18 
Hold The Gates, iOS, 2013-08-16 
Terra Monsters, iOS, 2013-08-16 
Fluid Soccer Versus, iOS, 2013-08-16 
The Strongest, iOS, 2013-08-16 
Plants vs Zombies 2: It's About Time, iOS, 2013-08-15 
Gold Diggers, iOS, 2013-08-15 
That's My Bag, iOS, 2013-08-15 
Cognition Episode 2, iOS, 2013-08-15 
Pirate Legends TD, iOS, 2013-08-15 
BattleFriends in Tanks, iOS, 2013-08-15 
Perfect Kick, iOS, 2013-08-15 
Pocket Land, iOS, 2013-08-15 
The Mortal Instruments: City of Bones, iOS, 2013-08-15 
Ninjas - Stolen Scrolls, iOS, 2013-08-15 
Maniac Manors, iOS, 2013-08-15 
Skate Madness, iOS, 2013-08-15 
Lionel Battle Train, iOS, 2013-08-15 
Solar Flux, iOS, 2013-08-15 
Way to Go!, iOS, 2013-08-15 
Magic Flute +, iOS, 2013-08-15 
Righteous Kill 2: Revenge of the Poet Killer HD, iOS, 2013-08-14 
Animal Voyage: Island Adventure, iOS, 2013-08-14 
Sage Fusion 2, iOS, 2013-08-14 
DYING : Sinner Escape Portable, iOS, 2013-08-14 
Ocean Patrol, iOS, 2013-08-14 
The Mouth of Madness, iOS, 2013-08-14 
Geometry Dash, iOS, 2013-08-13 
When Ian Fell In The Machine, iOS, 2013-08-13 
Game of Watchcraft: Spawn of Squishy, iOS, 2013-08-13 
Linkies Puzzle Rush, iOS, 2013-08-13 
Henri Le Worm, iOS, 2013-08-13 
Cool Clash, iOS, 2013-08-12 
The Curse of Shadow House, iOS, 2013-08-12 
Hexee - Smash the Match HD, iOS, 2013-08-12 
Hill Bill, iOS, 2013-08-10 
Skyvenger 3D: Orbital Debris, iOS, 2013-08-10 
Gurk III - the 8-bit RPG, iOS, 2013-08-9 
Zombie Ragdoll, iOS, 2013-08-9 
Mikey Hooks, iOS, 2013-08-8 
Abyss Attack, iOS, 2013-08-8 
Amateur Surgeon 3, iOS, 2013-08-8 
Champs: Battlegrounds, iOS, 2013-08-8 
Butterfly Sky, iOS, 2013-08-8 
MP: Face Off, iOS, 2013-08-8 
Nun Attack: Run & Gun, iOS, 2013-08-8 
Reiner Knizia's Kaleidoscope, iOS, 2013-08-8 
Wordrop, iOS, 2013-08-8 
Star Trek Trexels II, iOS, 2018-08-28 
ROME: Total War, iOS, 2018-08-23 
Optica, iOS, 2018-08-23 
KataKoto, iOS, 2018-08-23 
Amber's Airline - High Hopes, iOS, 2018-08-23 
Azur Lane, iOS, 2018-08-17 
Hipster Attack, iOS, 2018-08-16 
Evergarden, iOS, 2018-08-16 
Legend of Solgard, iOS, 2018-08-16 
One Hour One Life, iOS, 2018-08-16 
Mars Power Industries, iOS, 2018-08-15 
Bendy in Nightmare Run, iOS, 2018-08-15 
Thunderdogs, iOS, 2018-08-15 
Barbearian, iOS, 2018-08-15 
First Hero, iOS, 2018-08-9 
OLDTV, iOS, 2018-08-9 
Memopoly, iOS, 2018-08-9 
Sneak Ops, iOS, 2018-08-9 
King and Assassins, iOS, 2018-08-9 
Paper.io 2, iOS, 2018-08-9 
Zero Escape, iOS, 2018-08-8 
Radiant One, iOS, 2018-08-6 
Shaq Fu: A Legend Reborn, iOS, 2018-08-2 
the Sequence 2, iOS, 2018-08-2 
Anamorph, iOS, 2018-08-1 
One More Button, iOS, 2018-08-1 
Pocket City, iOS, 2018-07-31 
Airline Commander, iOS, 2018-07-29 
MapleStory M, iOS, 2018-07-26 
Hello Neighbor, iOS, 2018-07-26 
Super Starfish, iOS, 2018-07-26 
Asphalt 9: Legends, iOS, 2018-07-25 
holedown, iOS, 2018-07-25 
Left to Survive, iOS, 2018-07-25 
Among Us!, iOS, 2018-07-25 
Shin Megami Tensei Liberation Dx2, iOS, 2018-07-24 
Food Fantasy, iOS, 2018-07-20 
Creative Destruction, iOS, 2018-07-20 
Nishan Shaman, iOS, 2018-07-20 
Teen Titans GO Figure!, iOS, 2018-07-19 
Motorsport Manager Mobile 3, iOS, 2018-07-19 
Rowdy Wrestling, iOS, 2018-07-19 
Isle of Skye, iOS, 2018-07-19 
The Walking Dead: Our World, iOS, 2018-07-14 
Absolute Drift, iOS, 2018-07-14 
Boxing Star, iOS, 2018-07-14 
Don't Let Go - Free Falling, iOS, 2018-07-14 
FRACTER, iOS, 2018-07-13 
The Eyes of Ara, iOS, 2018-07-12 
Battleheart 2, iOS, 2018-07-12 
GALAK-Z: Variant Mobile, iOS, 2018-07-12 
Earth Atlantis, iOS, 2018-07-11 
New Star Soccer Manager, iOS, 2018-07-10 
Trism II, iOS, 2018-07-10 
Identity V, iOS, 2018-07-6 
Best Rally, iOS, 2018-07-5 
DERE EVIL .EXE, iOS, 2018-07-4 
Dead Island: Survivors, iOS, 2018-07-2 
Look, Your Loot!, iOS, 2018-07-1 
I'm Ping Pong King :), iOS, 2018-06-30 
Isoland 2: Ashes of Time, iOS, 2018-06-29 
Six Ages: Ride Like the Wind, iOS, 2018-06-28 
Up Left Out, iOS, 2018-06-27 
DARK WAVE, iOS, 2018-06-27 
Tales of Thorn, iOS, 2018-06-27 
Battlelands Royale, iOS, 2018-06-27 
MARVEL Battle Lines, iOS, 2018-06-25 
Golf Club: Wasteland, iOS, 2018-06-24 
Darkness Rises, iOS, 2018-06-22 
Love Island: The Game, iOS, 2018-06-22 
DR. MEEP, iOS, 2018-06-21 
Suzy Cube, iOS, 2018-06-21 
Westworld, iOS, 2018-06-20 
Infinite Pool, iOS, 2018-06-16 
Skylanders: Ring of Heroes, iOS, 2018-06-15 
ARK: Survival Evolved, iOS, 2018-06-14 
Bloons TD 6, iOS, 2018-06-14 
Knights Chronicle, iOS, 2018-06-13 
Perspecto, iOS, 2018-06-8 
In The Dog House, iOS, 2018-06-8 
Silverfish DX, iOS, 2018-06-7 
Might & Magic Elemental Guardians, iOS, 2018-05-31 
Dragon Ball Legends, iOS, 2018-05-31 
Pokemon Quest, iOS, 2018-05-30 
Goosebumps: HorrorTown, iOS, 2018-05-30 
Word U, iOS, 2018-05-30 
Feist, iOS, 2018-05-30 
Hexologic, iOS, 2018-05-29 
Space Pioneer, iOS, 2018-05-29 
Valkyrie Profile: Lenneth, iOS, 2018-05-28 
Jurassic World Alive, iOS, 2018-05-24 
Scalak, iOS, 2018-05-23 
Deploy and Destroy: Ash vs ED, iOS, 2018-05-23 
Faraway 3, iOS, 2018-05-23 
Pocket Run Pool, iOS, 2018-05-23 
BattleHand Heroes, iOS, 2018-05-22 
Sir Questionnaire, iOS, 2018-05-21 
Super Hydorah, iOS, 2018-05-17 
Homo Machina, iOS, 2018-05-17 
Disney Heroes: Battle Mode, iOS, 2018-05-16 
Medieval Battlefields, iOS, 2011-01-19 
FABLED LANDS HD, iOS, 2011-01-19 
The Pantheon Cycle: Shrouded Aspect, iOS, 2011-01-19 
Metro Ski Challenge, iOS, 2011-01-19 
Cave Bowling, iOS, 2011-01-18 
Empire Online, iOS, 2011-01-15 
Road Blaster, iOS, 2011-01-15 
Movie Rush! HD, iOS, 2011-01-14 
Earth Defense Force, iOS, 2011-01-14 
Pocket Pandemic, iOS, 2011-01-14 
Miss Claire Garden, iOS, 2011-01-14 
Kolo's Journey - A Music Game, iOS, 2011-01-14 
Bullistic, iOS, 2011-01-13 
Farts VS Zombies, iOS, 2011-01-13 
Rainbow Pony, iOS, 2011-01-13 
Sheeple Chase, iOS, 2011-01-13 
3 Kingdoms TD, iOS, 2011-01-13 
MiniFighters, iOS, 2011-01-13 
Treasure Seekers 2: The Enchanted Canvases HD, iOS, 2011-01-13 
Treasure Seekers 2: The Enchanted Canvases, iOS, 2011-01-13 
Banzai Blowfish!, iOS, 2011-01-13 
Kick the Buddy, iOS, 2011-01-13 
BattleSpell, iOS, 2011-01-12 
Cardboard Castle, iOS, 2011-01-12 
BeamOut, iOS, 2011-01-11 
GeoSpin, iOS, 2011-01-11 
Avatar of War: The Dark Lord, iOS, 2011-01-11 
SpikeDislike, iOS, 2011-01-11 
Pengi, iOS, 2011-01-11 
Magnetar, iOS, 2011-01-10 
Mad Skills Motocross, iOS, 2011-01-10 
1201 Basketball, iOS, 2011-01-10 
ArkanoArena, iOS, 2011-01-8 
MacBrickout, iOS, 2011-01-8 
Pocket HalfPipe, iOS, 2011-01-8 
FoundIt, iOS, 2011-01-7 
Garbageman, iOS, 2011-01-7 
Helmet Hero : Head Trauma, iOS, 2011-01-7 
Bug Heroes, iOS, 2011-01-6 
Clumsy Bob, iOS, 2011-01-6 
Inotia 3: Children of Carnia, iOS, 2011-01-6 
Moral Decay, iOS, 2011-01-6 
Princess Breakout, iOS, 2011-01-6 
Flying Hamster, iOS, 2011-01-6 
MaXplosion, iOS, 2011-01-6 
Robofix, iOS, 2011-01-6 
Minotaur Rescue, iOS, 2011-01-5 
Ascendancy, iOS, 2011-01-5 
Cannibal Bunnies, iOS, 2011-01-5 
CrossNumz, iOS, 2011-01-5 
Bubble Bust!, iOS, 2011-01-4 
Brutal Fantasy - The Orcs of Undermountain, iOS, 2011-01-4 
Block Rogue, iOS, 2011-01-4 
Grimm (2011), iOS, 2011-01-4 
Metal Brigade Tactics, iOS, 2011-01-4 
Crimsonworld, iOS, 2011-01-4 
Eggs in Space, iOS, 2011-01-3 
Office Chaos, iOS, 2011-01-1 
Zombie&Lawn, iOS, 2011-01-1 
Face Invaders, iOS, 2010-12-30 
Truck Jam, iOS, 2010-12-30 
Wizard Hex, iOS, 2010-12-30 
Draw and Roll, iOS, 2010-12-29 
Bubble Ball, iOS, 2010-12-29 
CP3K, iOS, 2010-12-29 
Monster Mania, iOS, 2010-12-29 
TheColossusAge, iOS, 2010-12-25 
Jewel Factory, iOS, 2010-12-24 
Save Ned: Movie Trivia, iOS, 2010-12-23 
Monkey Labour, iOS, 2010-12-23 
Dessert Heroes, iOS, 2010-12-23 
:Shift!2:, iOS, 2010-12-22 
King Rupert, iOS, 2010-12-22 
Trouble in Tin Town, iOS, 2010-12-22 
The Adventures of Jay-Jay and Moonpie: Episode 1 - Completely Hardboiled, iOS, 2010-12-22 
Alice's Fabulous Fall to Wonderland, iOS, 2010-12-22 
Garage Inc., iOS, 2010-12-22 
Cavernous, iOS, 2010-12-22 
Twinflix: Falling Blocks Puzzle Teto Tris Game, iOS, 2010-12-22 
AbbleDabble, iOS, 2010-12-21 
Asphalt 6: Adrenaline, iOS, 2010-12-21 
Asphalt 6: Adrenaline HD, iOS, 2010-12-21 
Ramps, iOS, 2010-12-21 
Secret of Mana, iOS, 2010-12-21 
N.O.V.A. 2 - Near Orbit Vanguard Alliance HD, iOS, 2010-12-21 
TIME CRISIS 2ND STRIKE HD, iOS, 2010-12-21 
Top Gear: Stunt School HD, iOS, 2010-12-21 
Burn the Rope, iOS, 2010-12-20 
DoodlePhrases, iOS, 2010-12-20 
Extreme_Formula, iOS, 2010-12-20 
Glow Artisan, iOS, 2010-12-20 
Gravonaut, iOS, 2010-12-20 
Luxor HD, iOS, 2010-12-20 
QWOP for iOS, iOS, 2010-12-20 
Save Toshi DX, iOS, 2010-12-20 
Supastar, iOS, 2010-12-20 
Snowboard Hero by Bing, iOS, 2010-12-20 
ProjectSD1, iOS, 2010-12-19 
PlayPhone Poker, iOS, 2010-12-19 
Berzerk Ball, iOS, 2010-12-19 
RPG Dragon Lapis, iOS, 2018-02-8 
Dandara, iOS, 2018-02-6 
The X-Files: Deep State, iOS, 2018-02-5 
PAKO 2, iOS, 2018-02-1 
Disc Drivin' 2, iOS, 2018-02-1 
A Hollow Doorway, iOS, 2018-02-1 
Ayo: A Rain Tale, iOS, 2018-01-31 
Bring You Home, iOS, 2018-01-31 
Mad Skills BMX 2, iOS, 2018-01-31 
Dissidia: Final Fantasy - Opera Omnia, iOS, 2018-01-30 
Hero Hunters, iOS, 2018-01-30 
The Room: Old Sins, iOS, 2018-01-25 
Meteorfall: Journey, iOS, 2018-01-25 
Four Last Things, iOS, 2018-01-25 
Thumper: Pocket Edition, iOS, 2018-01-24 
Super Fancy Pants Adventure, iOS, 2018-01-24 
Slime Pizza, iOS, 2018-01-24 
Stack & Crack, iOS, 2018-01-24 
Batman: The Enemy Within - Episode 4: What Ails You, iOS, 2018-01-22 
Friday the 13th: Killer Puzzle, iOS, 2018-01-20 
It's Full of Sparks, iOS, 2018-01-18 
JYDGE, iOS, 2018-01-17 
World of Warships Blitz, iOS, 2018-01-17 
Cytus II, iOS, 2018-01-17 
Blocky Racing, iOS, 2018-01-17 
Hero Academy 2, iOS, 2018-01-16 
Rusty Lake Paradise, iOS, 2018-01-11 
Space Cycler, iOS, 2018-01-11 
HeliHopper, iOS, 2018-01-10 
Let Them Come, iOS, 2018-01-8 
Pathfinder Duels, iOS, 2018-01-4 
Antihero - Digital Board Game, iOS, 2018-01-2 
Double Dragon 4, iOS, 2017-12-28 
Cinco Paus, iOS, 2017-12-25 
Bridge Constructor Portal, iOS, 2017-12-20 
Sonic Runners Adventure, iOS, 2017-12-20 
Arena of Valor, iOS, 2017-12-19 
INSIDE game, iOS, 2017-12-15 
Gorogoa, iOS, 2017-12-14 
Life is Strange, iOS, 2017-12-14 
Life is Strange: Episode 1 - Chrysalis, iOS, 2017-12-14 
Life is Strange: Episode 2 - Out of Time, iOS, 2017-12-14 
Life is Strange: Episode 3 - Chaos Theory, iOS, 2017-12-14 
Prizefighters, iOS, 2017-12-14 
Jumanji: The Mobile Game, iOS, 2017-12-14 
Animus: Stand Alone, iOS, 2017-12-14 
Dash Quest Heroes, iOS, 2017-12-14 
Fez: Pocket Edition, iOS, 2017-12-13 
Like a Boss!, iOS, 2017-12-11 
Ace Attorney Investigations: Miles Edgeworth, iOS, 2017-12-8 
Reigns: Her Majesty, iOS, 2017-12-7 
The Uncertain, iOS, 2017-12-7 
Ashworld, iOS, 2017-12-6 
Timber West, iOS, 2017-12-6 
Portal Knights, iOS, 2017-12-6 
Getting Over It, iOS, 2017-12-6 
Hoppenhelm, iOS, 2017-12-5 
Captain Tsubasa: Tatakae Dream Team, iOS, 2017-12-5 
The Elder Scrolls: Legends - Return to Clockwork City, iOS, 2017-11-30 
Passpartout: The Starving Artist, iOS, 2017-11-30 
Pocket Legends Adventures, iOS, 2017-11-29 
Amazing Katamari Damacy, iOS, 2017-11-29 
Saint Seiya Cosmo Fantasy, iOS, 2017-11-28 
GNOG, iOS, 2017-11-28 
Game Dev Tycoon, iOS, 2017-11-28 
Neverending Nightmares, iOS, 2017-11-28 
Sniper Strike: Special Ops, iOS, 2017-11-27 
GRID Autosport, iOS, 2017-11-26 
Far from Noise, iOS, 2017-11-23 
Football Manager Touch 2018, iOS, 2017-11-23 
Puzzle Fighter, iOS, 2017-11-22 
Animal Crossing: Pocket Camp, iOS, 2017-11-21 
Naruto x Boruto: Ninja Voltage, iOS, 2017-11-21 
Faraway 2, iOS, 2017-11-16 
Shadow Fight 3, iOS, 2017-11-16 
I Am The Hero, iOS, 2017-11-16 
Lineage 2: Revolution, iOS, 2017-11-15 
Ocmo, iOS, 2017-11-15 
RPGolf, iOS, 2017-11-15 
Beat Street, iOS, 2017-11-15 
Rules of Survival, iOS, 2017-11-14 
Drift It!, iOS, 2017-11-14 
7 Wonders, iOS, 2017-11-13 
Bladebound, iOS, 2017-11-10 
South Park: Phone Destroyer, iOS, 2017-11-9 
Football Manager Mobile 2018, iOS, 2017-11-9 
Flipflop Solitaire, iOS, 2017-11-9 
WonderWorlds, iOS, 2017-11-8 
Minecraft: Story Mode Season Two - Episode 4: Below the Bedrock, iOS, 2017-11-7 
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin', iOS, 2017-11-7 
Cally's Caves 4, iOS, 2017-11-7 
Tap Busters: Galaxy Heroes, iOS, 2017-11-6 
Starman: Tale of Light, iOS, 2017-11-3 
Sky Gamblers: Infinite Jets, iOS, 2017-11-2 
Ruya, iOS, 2017-11-2 
Runic Rampage, iOS, 2017-11-1 
Sonic Forces: Speed Battle, iOS, 2017-11-1 
Abi: A Robot's Tale, iOS, 2017-11-1 
Crashbots, iOS, 2017-11-1 
Million Onion Hotel, iOS, 2017-11-1 
Tower Zoo, iOS, 2013-04-10 
Dragon Puzzle, iOS, 2013-04-10 
Bubble Fins, iOS, 2013-04-10 
Hypnosis HD: mind-blowing adventure, iOS, 2013-04-10 
Avengees, iOS, 2013-04-9 
Rigonauts HD, iOS, 2013-04-9 
First Wood War, iOS, 2013-04-9 
Super Little Caves, iOS, 2013-04-9 
IMPOSSIBLE ROAD, iOS, 2013-04-9 
Fruit Blast Mania, iOS, 2013-04-8 
Dead Crossing, iOS, 2013-04-8 
Stay Alight, iOS, 2013-04-7 
Stay Alight!, iOS, 2013-04-7 
Draw Rider, iOS, 2013-04-6 
The Sushi Spinnery, iOS, 2013-04-5 
Pixel Kingdom, iOS, 2013-04-5 
Tekken Card Tournament, iOS, 2013-04-4 
BADLAND, iOS, 2013-04-4 
The Other Brothers, iOS, 2013-04-4 
Slayin, iOS, 2013-04-4 
Mittens, iOS, 2013-04-4 
Colosseum Defense., iOS, 2013-04-4 
Dragon Blast!, iOS, 2013-04-4 
Dream Chaser, iOS, 2013-04-4 
iOOTP Baseball 2013, iOS, 2013-04-4 
Run Sheldon!, iOS, 2013-04-4 
Ninja Slash, iOS, 2013-04-4 
Pool Live Tour Mobile, iOS, 2013-04-4 
Blip Blup, iOS, 2013-04-4 
Hidden Wonders of the Depths HD, iOS, 2013-04-3 
Injustice: Gods Among Us, iOS, 2013-04-3 
Overkill 2, iOS, 2013-04-3 
Fornax: Space Scroll Shooter, iOS, 2013-04-3 
Binary Flow, iOS, 2013-04-3 
The Prey, iOS, 2013-04-3 
Duke Nukem 2, iOS, 2013-04-2 
Eyes - the horror game, iOS, 2013-04-2 
Cosmic Mechanic, iOS, 2013-04-2 
Elements: Broken Lands, iOS, 2013-04-1 
Real Basketball, iOS, 2013-04-1 
Letter Attack, iOS, 2013-04-1 
Tribe Survival, iOS, 2013-03-30 
Bubble Blitz (2013), iOS, 2013-03-30 
Pili Pili Rush, iOS, 2013-03-29 
